id	english	chinese	partOfSpeech	note	level	academic	ceecLevel
3888	manage	設法解決、管理	verb		中級		
3889	manageable	可處理的	adj.		中級		
3890	management	管理、經營	noun		中級		
3891	mankind	人類	noun		中級		
3892	mansion	大廈、宅第	noun		中級		5
3893	manual	手冊、導覽；用手的、手工的	noun/adj.		中級	L9	4
3894	manufacture	大量製造；生產	verb/noun		中級		4
3895	manufacturer	生產者、製造商	noun		中級		4
3896	marathon	馬拉松	noun		中級		4
3897	marble	大理石	noun		中級		3
3898	march	行進、行軍；示威遊行、持續的發展	verb/noun		中級		3
3899	margin	邊緣、差距	noun		中級	L5	4
3900	master	征服、控制；精通	verb		中級		2
3901	masterpiece	傑作	noun		中級		5
3902	mate	夥伴、伴侶；交配	noun/verb		中級		2
3903	mathematical	數學的	adj.		中級		3
3904	mature	成熟的	adj.		中級	L9	2
3905	maturity	成熟、完善	noun		中級		4
3906	mayor	市長	noun		中級		3
3907	meadow	（牧）草地	noun		中級		3
3908	mean	吝嗇的、卑鄙的	adj.		中級		1
3909	meaningful	有意義的	adj.		中級		3
3910	meantime	同時	noun		中級		5
3911	meanwhile	同時	adv.		中級		3
3912	measurable	可測量的、顯著的	adj.		中級		4
3913	mechanical	機械的	adj.		中級		4
3914	medal	獎章	noun		中級		3
3915	media	新聞媒體	noun		中級	L7	1
3916	medical	醫學的	adj.		中級	L5	2
3917	melody	旋律、樂曲	noun		中級		2
3918	melt	融化	verb		中級		3
3919	membership	會員（資格）	noun		中級		2
3920	memorable	難忘的	adj.		中級		4
3921	memorandum	備忘錄	noun		中級		
3922	memorial	紀念碑；紀念的	noun/adj.		中級		4
3923	memorize	記住、背熟	verb		中級		4
3924	mend	修補	verb		中級		3
3925	mental	精神的、心理的	adj.		中級	L5	3
3926	mention	提及、寫到；簡短的陳述	verb/noun		中級		2
3927	merchant	商人	noun		中級		4
3928	mercy	慈悲、憐憫	noun		中級		4
3929	mere	僅僅的	adj.		中級		4
3930	merit	優點、長處	noun		中級		4
3931	merry	愉快的	adj.		中級		3
3932	mess	骯髒雜亂、麻煩；弄髒、弄亂	noun/verb		中級		3
3933	messenger	送信人、信差	noun		中級		4
3934	messy	凌亂的	adj.		中級		4
3935	meter	用儀表測量	verb		中級		2
3936	metro	地鐵	noun	= Metro	中級		2
3937	microphone	麥克風	noun	= mike	中級		3
3938	microscope	顯微鏡	noun		中級		4
3939	midday	正午	noun		中級		
3940	middle-aged	中年的、煩人的、過時的	adj.		中級		
3941	might	力量	noun		中級		
3942	mighty	強而有力的	adj.		中級		3
3943	mild	溫和的、溫暖的	adj.		中級		4
3944	milkshake	奶昔	noun		中級		
3945	mill	磨坊；磨成粉	noun/verb		中級		4
3946	mine	採礦、礦（坑）	noun		中級		1
3947	miner	採礦者	noun		中級		4
3948	mineral	礦物質；礦物質的	noun/adj.		中級		4
3949	minimum	最小的；最小值	adj./noun	= min.	中級	L6	4
3950	minister	部長	noun		中級		4
3951	ministry	(政府的)部	noun		中級	L6	4
3952	minority	少數	noun		中級		2
3953	minute	極小的、仔細的	adj.		中級		1
3954	miracle	奇蹟	noun		中級		3
3955	mischief	惡作劇、淘氣	noun		中級		4
3956	miserable	悲慘的、難受的	adj.		中級		4
3957	misery	痛苦、不幸	noun		中級		3
3958	misfortune	不幸、惡運	noun		中級		4
3959	mislead	誤導、引入歧途	verb		中級		4
3960	missile	飛彈	noun		中級		3
3961	mission	任務、使命、使團	noun		中級		3
3962	mist	薄霧；結霧	noun/verb		中級		3
3963	mister	先生	noun		中級		1
3964	mistress	女主人	noun		中級		6
3965	misunderstand	誤解	verb		中級		4
3966	mixture	混合(物)	noun		中級		2
3967	mob	暴民；(圍攻)襲擊	noun/verb		中級		3
3968	mobile	活動的、可移動的	adj.		中級		3
3969	moderate	適度的、中等的	adj.		中級		4
3970	modest	謙虛的、不太大的	adj.		中級		4
3971	modesty	謙遜	noun		中級		4
3972	moist	(微)濕潤的	adj.		中級		3
3973	moisture	濕氣、水分	noun		中級		3
3974	monitor	監視、檢查；顯示器、監視器	verb/noun		中級	L5	4
3975	monk	僧侶	noun		中級		3
3976	monument	紀念碑	noun		中級		4
3977	mood	心情	noun		中級		2
3978	moonlight	月光	noun		中級		
3979	moral	(有)道德的；道德、寓意	adj./noun		中級		3
3980	moreover	而且	adv.		中級		4
3981	mortgage	貸款；抵押	noun/verb		中級		5
3982	motel	汽車旅館	noun		中級		3
3983	moth	蛾	noun		中級		3
3984	motivate	激發、給…動機	verb		中級	L6	4
3985	motivation	動機	noun		中級		4
3986	motor	馬達	noun		中級		3
3987	mountainous	(多)山的	adj.		中級		4
3988	moustache	上唇的鬍子、八字鬍	noun	= mustache	中級		
3989	movable	可動的	adj.		中級		
3990	mow	割、修剪	verb		中級		6
3991	muddy	泥濘的	adj.		中級		4
3992	mug	馬克杯	noun		中級		2
3993	mug	（在公共場合）攔路搶劫	verb		中級		2
3994	multiple	多樣的	adj.		中級		4
3995	multiply	乘以、成倍增加	verb		中級		3
3996	murder	謀殺、兇殺	noun/verb		中級		3
3997	murderer	兇手	noun		中級		4
3998	murmur	喃喃低語(聲)	verb/noun		中級		4
3999	muscle	肌肉	noun		中級		3
4000	mushroom	蘑菇	noun		中級		3
4001	mushroom	迅速增長	verb		中級		3
4002	musical	音樂的；音樂劇	adj./noun		中級		2
4003	mutual	互相的、共同的	adj.		中級	L9	4
4004	mysterious	神秘的、奇怪的	adj.		中級		4
4005	mystery	神秘的事物、謎	noun		中級		3
4006	naked	裸體的、裸露的	adj.		中級		3
4007	namely	也就是	adv.		中級		4
4008	nap	打盹；小睡	noun/verb		中級		3
4009	nasty	令人不快的、惡意的	adj.		中級		5
4010	nationality	國籍	noun		中級		4
4011	native	當地的、出生地的；本地人	adj./noun		中級		3
4012	naturalist	博物學家、 自然主義者	noun		中級		
4013	naval	海軍的	adj.		中級		
4014	navy	海軍	noun		中級		3
4015	nearby	附近的；在附近	adj./adv.		中級		2
4016	neat	整潔的	adj.		中級		3
4017	necessarily	必然地、必要地	adv.		中級		
4018	necessity	必要性、必需品	noun		中級		3
4019	needy	貧困的	adj.		中級		4
4020	neglect	忽視	verb		中級		4
4021	negotiate	協商、談判	verb		中級		
4022	negotiation	協商、談判	noun		中級		5
4023	neighborhood	街區、鄰近地區	noun		中級		3
4024	nerve	神經、緊張、勇氣、厚顏無恥；鼓足勇氣	noun/verb		中級		2
4025	net	淨值的	adj.		中級		1
4026	net	網(狀物)；用網捕	noun/verb		中級		1
4027	network	網路；連接成網路	noun/verb		中級	L5	2
4028	nevertheless	儘管如此、然而	adv.		中級	L6	4
4029	newcomer	新來者	noun		中級		
4030	newscaster	新聞播報員	noun		中級		
4031	nickname	綽號；起綽號	noun/verb		中級		3
4032	nightmare	惡夢、夢魘	noun		中級		4
4033	noble	高尚的、貴族的；貴族	adj./noun		中級		4
4034	nonetheless	儘管如此	adv.		中級	L10	
4035	nonsense	胡扯	noun		中級		4
4036	nonstop	直達的、不停的；不休息地	adj./adv.		中級		
4037	normal	正常的、標準的	adj.		中級	L2	3
4038	northeast	東北方	noun/adv./adj.		中級		
4039	northwest	西北方	noun/adv./adj.		中級		
4040	noun	名詞	noun		中級		
4041	nourish	滋養	verb		中級		
4042	novelist	小說家	noun		中級		3
4043	nowadays	現今	adv.		中級		4
4044	nowhere	無處	adv.		中級		5
4045	nuclear	核能的	adj.		中級	L8	4
4046	numerous	許多的	adj.		中級		4
4047	nun	修女、尼姑	noun		中級		
4048	nursery	托兒所	noun		中級		4
4049	nursing	護理、看護；護理的、哺乳的	noun/adj.		中級		
4050	nut	堅果	noun		中級		2
4051	nutrient	營養物、養分	noun		中級		5
4052	nutrition	營養	noun		中級		5
4053	nylon	尼龍	noun		中級		
4054	oak	橡樹	noun		中級		3
4055	obedient	順從的	adj.		中級		4
4056	objection	反對	noun		中級		4
4057	objective	目的；客觀的	noun/adj.		中級	L5	4
4058	observation	觀察、評論	noun		中級		4
4059	observe	注意到、觀察	verb		中級		3
4060	obstacle	阻礙、絆腳石	noun		中級		4
4061	obtain	獲得	verb		中級	L2	4
4062	obvious	明顯的	adj.		中級	L4	2
4063	occasion	場合、盛典	noun		中級		3
4064	occasional	偶爾的	adj.		中級		4
4065	occupation	職業、佔領	noun		中級		4
4066	occupy	佔用、忙於、佔領	verb		中級	L4	4
4067	odd	奇怪的	adj.		中級	L10	3
4068	offend	冒犯、犯法	verb		中級		4
4069	offense	犯法、進攻	noun	= offence (British English)	中級		4
4070	offensive	冒犯的；進攻	adj./noun		中級		
4071	oh	哦、哎喲	interj.		中級		
4072	Olympic	奧林匹克的	adj.		中級		
4073	one-sided	片面的、一面倒的	adj.		中級		
4074	oneself	自己	pron.		中級		
4075	onto	到…之上	prep.		中級		3
4076	opener	開罐器；開場白	noun		中級		
4077	opening	開始的	adj.		中級		
4078	opening	缺口、開幕	noun		中級		
4079	opera	歌劇	noun		中級		4
4080	operator	操作人員、技工	noun		中級		2
4081	opponent	對手、反對者	noun		中級		5
4082	oppose	反對	verb		中級		4
4083	opposite	在對面(的)；在…對面	adj./adv.		中級		
4084	opposite	反面	noun		中級		
4085	opposition	反對、對抗	noun		中級		5
4086	optimistic	樂觀的	adj.		中級		3
4087	option	選擇	noun		中級	L4	4
4088	oral	口頭的；口試	adj./noun		中級		3
4089	orbit	(天體)運行軌道；沿軌道運行	noun/verb		中級		4
4090	orchestra	管絃樂隊	noun		中級		
4091	orderly	有條理的、整齊的	adj.		中級		6
4092	orderly	(醫院)護理員、(軍)勤務兵	noun		中級		6
4093	organ	器官	noun		中級		2
4094	organic	有機的、器官的	adj.		中級		3
4095	origin	起源、出身	noun		中級		2
4096	original	起初的、獨創的；原型	adj./noun		中級		3
4097	orphan	孤兒	noun		中級		4
4098	orphanage	孤兒院	noun		中級		6
4099	otherwise	否則、除此之外	adv.		中級		4
4100	ought	應當	aux.		中級		
4101	ounce	盎司	noun	= oz.	中級		6
4102	outcome	結果	noun		中級	L3	4
4103	outdoor	戶外的	adj.		中級		3
4104	outdoors	在戶外	adv.		中級		3
4105	outer	在外面的	adj.		中級		3
4106	outline	概述、(勾勒)輪廓	verb/noun		中級		3
4107	output	產量、輸出	noun		中級	L4	5
4108	outstanding	優秀的	adj.		中級		4
4109	outward	外面的；外面地	adj./adv.		中級		6
4110	oval	橢圓形(的)、卵形(的)	adj./noun		中級		4
4111	overall	全面的；全部、大致上	adj./adv.		中級	L4	5
4112	overall	工作褲/服	noun		中級	L4	5
4113	overcoat	長大衣	noun		中級		4
4114	overcome	克服	verb		中級		4
4115	overflow	溢出、充滿；容納不下的人(或物)、溢出	verb/noun		中級		6
4116	overhead	在頭頂上(的)； 在空中(的)	adj./adv.		中級		5
4117	overlook	忽略、眺望	verb		中級		4
4118	overnight	在夜間、突然；夜間的	adv./adj.		中級		4
4119	overtake	趕上、超過	verb		中級		5
4120	overthrow	推翻	verb/noun		中級		4
4121	overweight	過重的	adj.		中級		
4122	owe	欠債、欠(人情)	verb		中級		3
4123	owl	貓頭鷹	noun		中級		3
4124	ownership	所有權	noun		中級		3
4125	oxygen	氧氣	noun		中級		4
4126	pace	速度、步調；來回踱步、調整節奏	noun/verb		中級		4
4127	Pacific	太平洋(的)	noun/adj.		中級		
4128	packet	小包(裹)、小袋	noun		中級		6
4129	pad	襯墊、護具；填塞、加墊子	noun/verb		中級		3
4130	pal	夥伴、好友	noun		中級		3
4131	palace	宮殿	noun		中級		3
4132	palm	手掌；藏在手中	noun/verb		中級		3
4133	pancake	鬆餅	noun		中級		3
4134	panel	鑲板、專門小組	noun		中級	L10	4
4135	panic	驚慌	noun/verb		中級		3
4136	parachute	降落傘；跳傘	noun/verb		中級		4
4137	parade	遊行	noun/verb		中級		3
4138	paradise	天堂、樂園	noun		中級		3
4139	paragraph	段落	noun		中級	L8	
4140	parallel	平行的、同時發生的；相似之處；與…同時發生、與…相似	adj./noun/verb		中級		5
4141	parcel	包裹；打包	noun/verb		中級		3
4142	parliament	議會	noun		中級		6
4143	part	離開、分別	verb		中級		1
4144	part-time	部分時間的、兼職的、兼職	adj./adv.		中級		
4145	partial	部分的、偏袒的	adj.		中級		4
4146	participant	參與者、參加者	noun		中級	L2	5
4147	participate	參與、參加	verb		中級	L2	2
4148	participle	分詞	noun		中級		
4149	particularly	特別、尤其	adv.		中級		
4150	partnership	合夥關係	noun		中級		4
4151	passage	通道、段落	noun		中級		3
4152	passion	熱情	noun		中級		3
4153	passive	被動的、消極的	adj.		中級	L9	4
4154	passport	護照	noun		中級		3
4155	pasta	義大利麵食	noun		中級		4
4156	pat	輕拍	verb/noun		中級		3
4157	patience	耐心	noun		中級		3
4158	patriotic	愛國的	adj.		中級		6
4159	pave	舖(路)、舖設	verb		中級		
4160	paw	(動物的)爪；用腳爪抓	noun/verb		中級		4
4161	payment	付款、款項	noun		中級		
4162	pea	豌豆	noun		中級		3
4163	peak	山峰；最高的；達到高峰	noun/adj./verb		中級		2
4164	peanut	花生	noun		中級		3
4165	pearl	珍珠	noun		中級		3
4166	peasant	農夫、佃農	noun		中級		5
4167	pebble	鵝卵石	noun		中級		6
4168	peculiar	怪異的、特殊的	adj.		中級		4
4169	pedal	踏板；踩踏板	noun/verb		中級		5
4170	peel	外皮；剝(皮)、剝掉	noun/verb		中級		3
4171	peep	偷瞥	verb/noun		中級		4
4172	peer	同儕；凝視	verb/noun		中級		4
4173	penalty	處罰、刑罰	noun		中級		4
4174	penguin	企鵝	noun		中級		3
4175	penny	便士(貨幣單位)	noun		中級		3
4176	per	每(一)	prep.		中級		2
4177	percent	百分比、百分之一	noun	= per cent	中級	L1	4
4178	percentage	百分率	noun		中級	L1	4
4179	perfection	完美	noun		中級		4
4180	perform	表演、表現	verb		中級		3
4181	performance	表演、表現	noun		中級		3
4182	performer	表演者	noun		中級		5
4183	perfume	香水；(使充滿)香氣	noun/verb		中級		4
4184	permanent	永久的；燙髮	adj./noun		中級		4
4185	permission	准許、許可	noun		中級		3
4186	permit	允許、准許；許可證	verb/noun		中級		3
4187	persist	堅持	verb		中級	L10	5
4188	personality	個性	noun		中級		2
4189	persuade	說服、使相信	verb		中級		3
4190	persuasion	說服、勸說	noun		中級		4
4191	persuasive	有說服力的	adj.		中級		4
4192	pessimistic	悲觀的	adj.		中級		4
4193	pest	害蟲	noun		中級		4
4194	petal	花瓣	noun		中級		
4195	petrol	汽油	noun	= gas, gasoline (American English)	中級		6
4196	phenomenon	現象	noun		中級	L7	4
4197	philosopher	哲學家	noun		中級	L3	4
4198	philosophical	哲學的	adj.		中級		4
4199	philosophy	哲學	noun		中級	L3	4
4200	photographic	攝影的、逼真的	adj.		中級		5
4201	photography	攝影	noun		中級		4
4202	phrase	片語；用言語表達	noun/verb		中級		2
4203	physical	身體的、物質的；體檢	adj./noun		中級	L3	4
4204	physician	醫師、內科醫師	noun		中級		4
4205	physicist	物理學家	noun		中級		4
4206	pianist	鋼琴家	noun		中級		6
4207	pilgrim	朝聖者	noun		中級		6
4208	pill	藥丸、藥片	noun		中級		3
4209	pilot	飛行員、領航員；駕駛(飛機或船)	noun/verb		中級		3
4210	pine	松樹、松木	noun		中級		3
4211	pine	渴望；憔悴	verb		中級		3
4212	pint	品脫	noun		中級		3
4213	pioneer	先鋒、先驅；倡導、作先鋒	noun/verb		中級		4
4214	pirate	海盜、侵犯版權者；盜版	noun/verb		中級		5
4215	pit	坑、洞；使有凹洞	noun/verb		中級		3
4216	pitch	投球、音高；投擲	noun/verb		中級		3
4217	pity	同情、憐憫	noun/verb		中級		3
4218	plastic	塑膠；塑膠(製)的	noun/adj.		中級		3
4219	plentiful	充足的、大量的	adj.		中級		4
4220	plenty	大量、很多	pron./adv.		中級		3
4221	plot	情節、陰謀；密謀	noun/verb		中級		4
4222	plug	塞子、插頭；塞住	noun/verb		中級		3
4223	plum	李子、梅子；稱心的	noun/adj.		中級		4
4224	plumber	水管工	noun		中級		4
4225	plural	複數的；複數形式	adj./noun		中級		5
4226	poet	詩人	noun		中級		2
4227	poetry	詩作、詩集	noun		中級		2
4228	poisonous	有毒的	adj.		中級		4
4229	pole	杆子、地極	noun		中級		3
4230	polish	拋光、亮光劑；擦亮、潤飾	noun/verb		中級		4
4231	political	政治的	adj.		中級		3
4232	politician	政治人物	noun		中級		3
4233	politics	政治	noun		中級		3
4234	poll	(做)民意調查、(獲得)投票	noun/verb		中級		3
4235	pony	小型馬	noun		中級		6
4236	pop	突然出現、發出砰聲；砰的一聲	verb/noun		中級		2
4237	port	港口	noun		中級		2
4238	portable	可攜式的；手提式機器	adj./noun		中級		
4239	porter	行李員、門房	noun		中級		6
4240	portion	份、部分	noun		中級	L9	3
4241	portrait	肖像	noun		中級		3
4242	portray	描繪、描述	verb		中級		4
4243	pose	姿勢；擺好姿勢(拍照)、引起(尤指問題或困難)	verb/noun		中級	L10	2
4244	possess	擁有	verb		中級		4
4245	possession	擁有、所有物、財產	noun		中級		4
4246	possibility	可能性	noun		中級		2
4247	post	職位、郵件；杆/柱	noun		中級		2
4248	postage	郵資	noun		中級		4
4249	postal	郵政的	adj.		中級		
4250	poster	海報	noun		中級		3
4251	postpone	延遲、暫緩	verb		中級		
4252	potential	潛在的、可能的；潛力、可能性	adj./noun		中級	L2	4
4253	pottery	陶器	noun		中級		3
4254	poultry	家禽	noun		中級		6
4255	pound	猛擊、(心)怦怦跳、猛烈敲擊	verb		中級		2
4256	pour	倒(出)、湧現	verb		中級		3
4257	poverty	貧窮	noun		中級		3
4258	powerless	無力量的、無權力的	adj.		中級		
4259	practical	實際的、實用的；實驗課	adj./noun		中級		3
4260	prayer	禱告、祈禱文	noun		中級		2
4261	precise	精確的	adj.		中級	L5	4
4262	predict	預言、預測	verb		中級	L4	4
4263	prediction	預言、預測	noun		中級		4
4264	preferable	更好的	adj.		中級		
4265	pregnancy	懷孕	noun		中級		4
4266	pregnant	懷孕的	adj.		中級		4
4267	preparation	準備	noun		中級		3
4268	presence	出席、出現	noun		中級		3
4269	presentation	授予、報告、演講	noun		中級		4
4270	presently	此刻、現在	adv.		中級		
4271	preserve	保存、維護；保護區、蜜餞	verb/noun		中級		4
4272	presidential	總統(制)的	adj.		中級		5
4273	pressure	壓力；對…施壓	noun/verb		中級		2
4274	pretend	假裝、扮作	verb		中級		3
4275	prevent	阻礙、防止	verb		中級		3
4276	prevention	預防、阻止	noun		中級		4
4277	preview	（電影或節目等的）預告；預習	noun/verb		中級		6
4278	previous	先前的	adj.		中級	L2	3
4279	pride	自豪、驕傲；以…而自豪	noun/verb		中級		2
4280	primary	首要的、主要的、基本的	adj.		中級		2
4281	primary	(美國推舉黨內候選人的)初選	noun		中級	L2	2
4282	prime	原始的、首位的	adj.		中級	L5	4
4283	prime	全盛時期	noun		中級	L5	4
4284	prime	使準備好	verb		中級	L5	4
4285	primitive	原始的	adj.		中級		4
4286	principal	最重要的、主要的	adj.		中級	L4	2
4287	privacy	隱私	noun		中級		4
4288	privilege	特權、特殊待遇；優待	noun/verb		中級		4
4289	probable	可能的	adj.		中級		3
4290	procedure	程序、步驟	noun		中級		4
4291	proceed	繼續進行、前進	verb		中級	L1	4
4292	process	過程；處理、加工	noun/verb		中級	L1	3
4293	producer	生產者、製造商	noun		中級		3
4294	productive	生產的、多產的、有效益的	adj.		中級		4
4295	profession	職業	noun		中級		4
4296	professional	職業的、專業的；專家	adj./noun		中級	L4	4
4297	profit	利潤、好處；獲益	noun/verb		中級		3
4298	profitable	獲利的、有益的	adj.		中級		4
4299	progressive	進步的、逐漸的；改革派	adj./noun		中級		5
4300	prohibit	(以法令)禁止	verb		中級	L7	5
4301	prominent	重要的、著名的	adj.		中級		
4302	promising	有希望的、有前途的	adj.		中級		4
4303	promote	促進、推動	verb		中級	L4	3
4304	promotion	提升、晉升、促銷活動	noun		中級		4
4305	prompt	迅速的	adj.		中級		4
4306	prompt	提示	noun		中級		4
4307	prompt	促使	verb		中級		4
4308	pronunciation	發音	noun		中級		4
4309	proof	防…的	adj.		中級		3
4310	proof	證據、證實	noun		中級		3
4311	proper	正確的、恰當的	adj.		中級		2
4312	property	財產、房地產	noun		中級		3
4313	proportion	部分、比例	noun		中級	L3	5
4314	proposal	提案、求婚	noun		中級		4
4315	prospect	可能性、前景	noun		中級		5
4316	prosper	繁榮	verb		中級		4
4317	prosperity	繁榮	noun		中級		4
4318	prosperous	繁榮的	adj.		中級		4
4319	protective	保護的、防護的	adj.		中級		2
4320	protein	蛋白質	noun		中級		4
4321	protest	抗議、反對	noun/verb		中級		4
4322	proverb	諺語	noun		中級		6
4323	province	省份	noun		中級		5
4324	psychological	心理的	adj.		中級	L5	4
4325	psychologist	心理學家	noun		中級		4
4326	psychology	心理、心理學	noun		中級	L5	4
4327	pub	酒吧	noun		中級		3
4328	publication	出版、出版物	noun		中級	L7	4
4329	publicity	宣傳、關注	noun		中級		4
4330	publish	出版、刊載	verb		中級	L3	4
4331	publisher	出版商	noun		中級		4
4332	pudding	布丁	noun		中級		2
4333	punch	拳打；用拳猛擊	noun/verb		中級		3
4334	punctual	準時的	adj.		中級		6
4335	punishment	處罰	noun		中級		
4336	pupil	(小學)學生；瞳孔	noun		中級		2
4337	puppet	木偶	noun		中級		3
4338	pure	純的、純粹的	adj.		中級		3
4339	pursue	追趕、追求	verb		中級	L5	4
4340	pursuit	追趕、追求	noun		中級		4
4341	qualification	資格	noun		中級		6
4342	qualified	合格的、勝任的	adj.		中級		
4343	qualify	使具有資格	verb		中級		5
4344	quantity	數量	noun		中級		2
4345	quarrel	爭吵	noun/verb		中級		4
4346	queue	隊伍；排隊	noun/verb		中級		
4347	quilt	被子	noun		中級		4
4348	quote	引用、引述；引語	verb/noun		中級	L7	
4349	racial	種族的	adj.		中級		3
4350	radar	雷達	noun		中級		4
4351	radiation	輻射	noun		中級		5
4352	radical	徹底的、激進的；激進份子	adj./noun		中級	L8	5
4353	rage	盛怒、狂暴；肆虐	noun/verb		中級		4
4354	raincoat	雨衣	noun		中級		2
4355	rainfall	降雨(量)	noun		中級		4
4356	raisin	葡萄乾	noun		中級		4
4357	rank	分等級、排行；地位、級別	noun/verb		中級		3
4358	rarely	很少、不常	adv.		中級		
4359	rate	速度、(比)率；評估、評價	noun/verb		中級		3
4360	raw	生的、原始的	adj.		中級		3
4361	ray	光線、射線	noun		中級		3
4362	razor	刮鬍刀	noun		中級		3
4363	react	反應	verb		中級	L3	3
4364	reaction	反應	noun		中級		3
4365	reader	讀者、簡易讀本	noun		中級		
4366	readily	樂意地、迅速地	adv.		中級		
4367	reading	閱讀、讀物	noun		中級		
4368	realistic	現實的、實際的	adj.		中級		4
4369	reality	現實、事實	noun		中級		2
4370	rear	後面的；後部	adj./noun		中級		5
4371	rear	撫養、飼養	verb		中級		5
4372	reasonable	合理的、(價錢)公道的	adj.		中級		3
4373	rebel	叛亂者；反叛	noun/verb		中級		4
4374	rebuild	重組、重建	verb		中級		
4375	recall	回憶起；記性	verb/noun		中級		4
4376	receipt	收據	noun		中級		3
4377	receiver	聽筒、接收者	noun		中級		3
4378	reception	接待處、招待會、接受	noun		中級		4
4379	recession	(經濟)衰退	noun		中級		5
4380	recipe	食譜	noun		中級		4
4381	recite	朗誦	verb		中級		5
4382	recognition	認出、認可	noun		中級		4
4383	recognize	認出、認可	verb		中級		3
4384	recommend	推薦	verb		中級		5
4385	recorder	錄音(像)機	noun		中級		3
4386	recovery	復得、恢復	noun		中級		4
4387	recreation	消遣、娛樂	noun		中級		4
4388	reduce	減少、縮小	verb		中級		3
4389	reduction	減少、折扣	noun		中級		4
4390	refer	提及、參考	verb		中級		4
4391	reference	提到、參考、出處	noun		中級		4
4392	reflect	反映、反射	verb		中級		4
4393	reflection	反映、反射、倒影	noun		中級		4
4394	reform	改革、改良	noun/verb		中級		4
4395	refresh	使清涼、提醒	verb		中級		
4396	refugee	難民、流亡者	noun		中級		4
4397	refusal	拒絕	noun		中級		4
4398	refuse	垃圾、廢棄物	noun		中級		2
4399	regarding	關於	prep.		中級		4
4400	regardless	儘管	adv.		中級		5
4401	regional	地方的、區域的	adj.		中級	L2	3
4402	register	註冊；登記(簿)	verb/noun		中級	L3	4
4403	registration	註冊、登記	noun		中級		4
4404	regulate	規範、調節	verb		中級	L2	4
4405	regulation	規則	noun		中級		4
4406	rehearsal	排演、彩排	noun		中級		5
4407	rehearse	排演	verb		中級		6
4408	relate	使有聯繫、敘述	verb		中級		2
4409	related	相關的、有親戚關係的	adj.		中級		
4410	relation	關係、往來	noun		中級		2
4411	relationship	關係	noun		中級		2
4412	relatively	相對地、相當	adv.		中級		
4413	relax	放鬆、放心	verb		中級	L9	3
4414	relaxation	放鬆、消遣	noun		中級	L9	4
4415	release	釋放、宣泄；獲釋、發行	verb/noun		中級	L7	3
4416	reliable	可信賴的、可靠的	adj.		中級		3
4417	relief	解脫、減輕	noun		中級		3
4418	relieve	減輕、緩和	verb		中級		4
4419	religion	宗教	noun		中級		2
4420	religious	宗教的、虔誠的	adj.		中級		3
4421	reluctant	不情願的	adj.		中級	L10	4
4422	rely	仰賴、信賴	verb		中級	L3	3
4423	remain	仍然是、繼續	verb		中級		3
4424	remark	言論、評論；談論、說起	noun/verb		中級		4
4425	remarkable	非凡的、顯著的	adj.		中級		4
4426	remedy	療法、解決方法；治療、補救	noun/verb		中級		4
4427	reminder	提醒	noun		中級		5
4428	remote	偏遠的、遙控的	adj.		中級		3
4429	remove	去除、脫去	verb		中級	L3	2
4430	renew	延長期限、重新開始	verb		中級		4
4431	repeatedly	一再地、重複地	adv.		中級		
4432	repetition	重複、反覆	noun		中級		4
4433	replace	取代、代替	verb		中級		
4434	represent	代表	verb		中級		3
4435	representation	代表、表現	noun		中級		4
4436	representative	代表；典型的、代表的	noun/adj.		中級		3
4437	republic	共和國	noun		中級		3
4438	republican	共和主義者；共和主義者的	noun/adj.		中級		5
4439	reputation	名譽、名聲	noun		中級		4
4440	request	要求、請求	noun/verb		中級		3
4441	requirement	需要、要求	noun		中級		
4442	rescue	援救、營救	noun/verb		中級		4
4443	research	研究、調查	noun/verb		中級	L1	4
4444	researcher	研究人員	noun		中級		4
4445	resemble	看起來像	verb		中級		4
4446	reservation	預訂、訂位	noun		中級		4
4447	reserve	儲備（物）	noun		中級		3
4448	reserve	預訂、訂位	verb		中級		3
4449	residence	居住、住處	noun		中級		5
4450	resident	居民、住戶；定居的、常駐的	noun/adj.		中級		5
4451	resign	辭職	verb		中級		4
4452	resignation	辭職、辭呈	noun		中級		4
4453	resist	抵抗、反抗	verb		中級		3
4454	resistance	抵抗、反抗	noun		中級		4
4455	resistant	抵抗的、抗…的	adj.		中級		6
4456	resolution	決心、決議、解決	noun		中級	L4	4
4457	resolve	解決、決心	verb		中級	L4	4
4458	resource	資源	noun		中級	L2	3
4459	respond	回應、回答	verb		中級	L1	2
4460	response	回應、答覆	noun		中級		3
4461	responsibility	責任	noun		中級		3
4462	restless	煩躁的	adj.		中級		
4463	restore	恢復、復原	verb		中級	L8	4
4464	restrict	限制、束縛	verb		中級	L2	3
4465	restriction	限制	noun		中級		4
4466	retain	保留、留住	verb		中級	L4	4
4467	retire	退休、退回	verb		中級		
4468	retreat	僻靜處；撤退、躲避	noun/verb		中級		4
4469	reunite	重逢、再結合	verb		中級		
4470	reveal	顯示、透漏	verb		中級	L6	3
4471	revenge	復仇(行動)；替...報仇、報復	noun/verb		中級		4
4472	revision	修訂、修正	noun		中級		4
4473	revolution	革命	noun		中級	L9	4
4474	revolutionary	革命(性)的	adj.		中級		4
4475	reward	報答；酬賞	noun/verb		中級		4
4476	rewrite	重寫、改寫；修改	verb/noun		中級		
4477	rhyme	押韻；押韻詞	verb/noun		中級		4
4478	rhythm	節奏、律動	noun		中級		4
4479	ribbon	緞帶、絲帶	noun		中級		
